containerid,coke_ind,coke_kilo
gcn79167769,0,0
gcn79167780,0,0
gcn79167787,0,0
gcn79167792,0,0
gcn79167793,0,0
gcn79167794,0,0
gcn79167810,0,0
gcn79167822,0,0
gcn79167823,0,0
gcn79167829,0,0
gcn79167830,0,0
gcn79167849,0,0
gcn79167850,0,0
gcn79167851,0,0
gcn79167853,0,0
gcn79167858,0,0
gcn79167859,0,0
gcn79167867,0,0
gcn79167868,0,0
gcn79167870,0,0
gcn79167872,0,0
gcn79167874,0,0
gcn79167877,0,0
gcn79167886,0,0
gcn79167887,0,0
gcn79167899,1,15
gcn79167902,0,0
gcn79167904,1,5
gcn79167905,0,0
gcn79167916,0,0
gcn79167923,0,0
gcn79167924,0,0
gcn79167930,0,0
gcn79167931,0,0
gcn79167934,0,0
gcn79167936,0,0
gcn79167938,0,0
gcn79167942,0,0
gcn79167955,0,0
gcn79167957,0,0
gcn79167960,0,0
gcn79167976,0,0
gcn79167995,0,0
gcn79167997,0,0
gcn79168004,0,0
gcn79168008,0,0
gcn79168021,0,0
gcn79168022,0,0
gcn79168031,0,0
gcn79168056,0,0
gcn79168058,0,0
gcn79168070,0,0
gcn79168075,0,0
gcn79168083,0,0
gcn79168088,0,0
gcn79168101,0,0
gcn79168105,0,0
gcn79168115,0,0
gcn79168123,0,0
gcn79168130,0,0
gcn79168131,0,0
gcn79168133,0,0
gcn79168134,0,0
gcn79168143,1,5
gcn79168149,0,0
gcn79168155,0,0
gcn79168157,0,0
gcn79168158,0,0
gcn79168159,0,0
gcn79168169,0,0
gcn79168183,0,0
gcn79168185,0,0
gcn79168187,0,0
gcn79168189,0,0
gcn79168196,0,0
gcn79168202,0,0
gcn79168210,0,0
gcn79168213,0,0
gcn79168220,0,0
gcn79168223,0,0
gcn79168224,0,0
gcn79168229,0,0
gcn79168239,0,0
gcn79168242,0,0
gcn79168245,0,0
gcn79168250,0,0
gcn79168251,0,0
gcn79168261,0,0
gcn79168265,0,0
gcn79168276,0,0
gcn79168285,0,0
gcn79168286,0,0
gcn79168289,0,0
gcn79168296,0,0
gcn79168317,0,0
gcn79168318,0,0
gcn79168323,0,0
gcn79168344,0,0
gcn79168348,0,0
gcn79168352,0,0
gcn79168353,0,0
gcn79168358,0,0
gcn79168368,0,0
gcn79168371,0,0
gcn79168377,0,0
gcn79168380,0,0
gcn79168392,0,0
gcn79168396,0,0
gcn79168399,0,0
gcn79168402,0,0
gcn79168414,0,0
gcn79168428,0,0
gcn79168430,0,0
gcn79168434,0,0
gcn79168438,0,0
gcn79168441,0,0
gcn79168442,0,0
gcn79168443,0,0
gcn79168452,0,0
gcn79168458,0,0
gcn79168472,0,0
gcn79168476,0,0
gcn79168488,0,0
gcn79168494,0,0
gcn79168496,0,0
gcn79168501,0,0
gcn79168507,0,0
gcn79168520,0,0
gcn79168521,0,0
gcn79168523,0,0
gcn79168543,0,0
gcn79168555,0,0
gcn79168558,0,0
gcn79168561,0,0
gcn79168574,0,0
gcn79168579,0,0
gcn79168580,0,0
gcn79168588,0,0
gcn79168621,0,0
gcn79168627,0,0
gcn79168644,0,0
gcn79168650,0,0
gcn79168658,0,0
gcn79168659,0,0
gcn79168663,0,0
gcn79168664,0,0
gcn79168670,0,0
gcn79168671,0,0
gcn79168677,0,0
gcn79168678,0,0
gcn79168684,0,0
gcn79168688,0,0
gcn79168709,0,0
gcn79168712,0,0
gcn79168719,0,0
gcn79168737,0,0
gcn79168738,0,0
gcn79168742,0,0
gcn79168745,0,0
gcn79168753,0,0
gcn79168754,0,0
gcn79168757,0,0
gcn79168758,0,0
gcn79168779,0,0
gcn79168781,0,0
gcn79168791,0,0
gcn79168796,0,0
gcn79168798,0,0
gcn79168801,0,0
gcn79168815,0,0
gcn79168824,0,0
gcn79168839,0,0
gcn79168843,0,0
gcn79168855,0,0
gcn79168865,0,0
gcn79168871,0,0
gcn79168876,0,0
gcn79168877,0,0
gcn79168881,0,0
gcn79168885,0,0
gcn79168886,0,0
gcn79168890,0,0
gcn79168898,0,0
gcn79168899,0,0
gcn79168910,0,0
gcn79168917,0,0
gcn79168928,0,0
gcn79168940,0,0
gcn79168952,0,0
gcn79168963,0,0
gcn79168966,0,0
gcn79168971,0,0
gcn79168972,0,0
gcn79168975,0,0
gcn79168978,0,0
gcn79168985,0,0
gcn79168988,0,0
gcn79168990,0,0
gcn79168995,0,0
gcn79168999,0,0
gcn79169000,0,0
gcn79169001,0,0
gcn79169007,0,0
gcn79169013,0,0
gcn79169024,0,0
gcn79169035,0,0
gcn79169044,0,0
gcn79169045,0,0
gcn79169049,1,15
gcn79169062,0,0
gcn79169068,1,1
gcn79169076,0,0
gcn79169083,0,0
gcn79169087,0,0
gcn79169091,0,0
gcn79169095,0,0
gcn79169112,0,0
gcn79169114,0,0
gcn79169115,0,0
gcn79169119,0,0
gcn79169121,0,0
gcn79169124,0,0
gcn79169133,0,0
gcn79169139,0,0
gcn79169140,0,0
gcn79169147,0,0
gcn79169150,0,0
gcn79169154,0,0
gcn79169212,0,0
gcn79169215,0,0
gcn79169228,0,0
gcn79169229,0,0
gcn79169250,0,0
gcn79169251,0,0
gcn79169253,0,0
gcn79169257,0,0
gcn79169259,0,0
gcn79169262,0,0
gcn79169266,0,0
gcn79169271,0,0
gcn79169295,0,0
gcn79169298,0,0
gcn79169305,0,0
gcn79169310,0,0
gcn79169325,0,0
gcn79169333,0,0
gcn79169338,0,0
gcn79169339,0,0
gcn79169343,0,0
gcn79169352,0,0
gcn79169354,0,0
gcn79169359,0,0
gcn79169363,0,0
gcn79169366,0,0
gcn79169371,0,0
gcn79169379,0,0
gcn79169381,0,0
gcn79169384,0,0
gcn79169387,0,0
gcn79169398,0,0
gcn79169401,0,0
gcn79169410,0,0
gcn79169412,0,0
gcn79169440,0,0
gcn79169466,0,0
gcn79169479,0,0
gcn79169480,0,0
gcn79169484,0,0
gcn79169490,0,0
gcn79169497,0,0
gcn79169505,0,0
gcn79169509,0,0
gcn79169517,0,0
gcn79169527,0,0
gcn79169530,0,0
gcn79169531,0,0
gcn79169533,0,0
gcn79169534,0,0
gcn79169535,0,0
gcn79169539,0,0
gcn79169542,0,0
gcn79169545,0,0
gcn79169548,0,0
gcn79169552,0,0
gcn79169559,0,0
gcn79169571,0,0
gcn79169572,0,0
gcn79169574,0,0
gcn79169578,0,0
gcn79169592,0,0
gcn79169596,0,0
gcn79169608,0,0
gcn79169609,0,0
gcn79169621,0,0
gcn79169628,0,0
gcn79169630,0,0
gcn79169633,0,0
gcn79169634,0,0
gcn79169650,0,0
gcn79169653,0,0
gcn79169657,0,0
gcn79169662,0,0
gcn79169666,0,0
gcn79169668,0,0
gcn79169671,0,0
gcn79169681,0,0
gcn79169688,0,0
gcn79169689,0,0
gcn79169699,0,0
gcn79169711,0,0
gcn79169713,0,0
gcn79169728,0,0
gcn79169734,0,0
gcn79169740,0,0
gcn79169742,0,0
gcn79169747,0,0
gcn79169752,0,0
gcn79169762,0,0
gcn79169763,0,0
gcn79169776,0,0
gcn79169780,0,0
gcn79169792,0,0
gcn79169793,0,0
gcn79169797,0,0
gcn79169802,0,0
gcn79169805,0,0
gcn79169807,0,0
gcn79169810,0,0
gcn79169814,0,0
gcn79169816,0,0
gcn79169817,0,0
gcn79169824,0,0
gcn79169846,0,0
gcn79169862,0,0
gcn79169864,0,0
gcn79169871,0,0
gcn79169877,0,0
gcn79169880,0,0
gcn79169881,0,0
gcn79169882,0,0
gcn79169889,0,0
gcn79169895,0,0
gcn79169897,0,0
gcn79169907,0,0
gcn79169920,0,0
gcn79169924,0,0
gcn79169929,0,0
gcn79169932,0,0
gcn79169937,0,0
gcn79169940,0,0
gcn79169945,0,0
gcn79169946,0,0
gcn79169948,0,0
gcn79169954,0,0
gcn79169959,0,0
gcn79169962,0,0
gcn79169977,0,0
gcn79169978,0,0
gcn79169983,0,0
gcn79169984,0,0
gcn79169985,0,0
gcn79169990,0,0
gcn79169994,0,0
gcn79169999,0,0
gcn79170026,0,0
gcn79170027,0,0
gcn79170029,0,0
gcn79170036,0,0
gcn79170037,0,0
gcn79170038,0,0
gcn79170040,0,0
gcn79170045,0,0
gcn79170049,0,0
gcn79170052,0,0
gcn79170054,0,0
gcn79170057,0,0
gcn79170060,0,0
gcn79170065,0,0
gcn79170081,0,0
gcn79170086,0,0
gcn79170093,0,0
gcn79170096,0,0
gcn79170097,0,0
gcn79170114,0,0
gcn79170129,0,0
gcn79170133,0,0
gcn79170137,0,0
gcn79170150,0,0
gcn79170156,0,0
gcn79170162,0,0
gcn79170171,0,0
gcn79170174,0,0
gcn79170175,0,0
gcn79170176,0,0
gcn79170177,0,0
gcn79170179,0,0
gcn79170189,0,0
gcn79170192,0,0
gcn79170204,0,0
gcn79170209,0,0
gcn79170216,0,0
gcn79170219,0,0
gcn79170227,0,0
gcn79170230,0,0
gcn79170234,0,0
gcn79170236,0,0
gcn79170237,0,0
gcn79170243,0,0
gcn79170248,0,0
gcn79170250,1,5
gcn79170265,0,0
gcn79170277,0,0
gcn79170283,1,7
gcn79170284,0,0
gcn79170287,0,0
gcn79170288,0,0
gcn79170292,0,0
gcn79170305,0,0
gcn79170315,0,0
gcn79170323,0,0
gcn79170324,0,0
gcn79170328,0,0
gcn79170335,0,0
gcn79170340,0,0
gcn79170358,0,0
gcn79170364,0,0
gcn79170373,0,0
gcn79170378,0,0
gcn79170382,0,0
gcn79170392,0,0
gcn79170400,0,0
gcn79170414,0,0
gcn79170416,0,0
gcn79170424,0,0
gcn79170425,0,0
gcn79170431,0,0
gcn79170438,0,0
gcn79170447,0,0
gcn79170459,0,0
gcn79170463,0,0
gcn79170466,0,0
gcn79170470,0,0
gcn79170480,0,0
gcn79170483,0,0
gcn79170486,0,0
gcn79170487,0,0
gcn79170489,0,0
gcn79170491,0,0
gcn79170497,0,0
gcn79170505,0,0
gcn79170511,0,0
gcn79170515,0,0
gcn79170529,0,0
gcn79170530,0,0
gcn79170536,0,0
gcn79170537,0,0
gcn79170542,0,0
gcn79170547,0,0
gcn79170562,0,0
gcn79170566,0,0
gcn79170567,0,0
gcn79170581,0,0
gcn79170583,0,0
gcn79170590,0,0
gcn79170596,0,0
gcn79170597,0,0
gcn79170601,0,0
gcn79170618,0,0
gcn79170621,0,0
gcn79170626,0,0
gcn79170629,0,0
gcn79170638,1,25
gcn79170642,0,0
gcn79170648,0,0
gcn79170664,0,0
gcn79170669,0,0
gcn79170676,0,0
gcn79170687,0,0
gcn79170711,0,0
gcn79170712,0,0
gcn79170716,0,0
gcn79170732,0,0
gcn79170734,0,0
gcn79170744,0,0
gcn79170761,0,0
gcn79170762,0,0
gcn79170766,0,0
gcn79170767,0,0
gcn79170768,0,0
gcn79170770,0,0
gcn79170777,0,0
gcn79170780,0,0
gcn79170785,0,0
gcn79170788,0,0
gcn79170802,0,0
gcn79170817,0,0
gcn79170820,0,0
gcn79170830,0,0
gcn79170834,0,0
gcn79170839,0,0
gcn79170842,0,0
gcn79170856,0,0
gcn79170860,0,0
gcn79170868,0,0
gcn79170869,0,0
gcn79170879,0,0
gcn79170887,0,0
gcn79170889,0,0
gcn79170899,0,0
gcn79170907,0,0
gcn79170913,0,0
gcn79170920,0,0
gcn79170924,0,0
gcn79170930,0,0
gcn79170931,0,0
gcn79170933,0,0
gcn79170940,0,0
gcn79170944,0,0
gcn79170947,0,0
gcn79170949,0,0
gcn79170953,0,0
gcn79170967,0,0
gcn79170974,0,0
gcn79170990,0,0
gcn79170997,0,0
gcn79171005,0,0
gcn79171009,0,0
gcn79171010,0,0
gcn79171013,0,0
gcn79171035,0,0
gcn79171037,0,0
gcn79171038,0,0
gcn79171044,0,0
gcn79171045,0,0
gcn79171059,0,0
gcn79171062,0,0
gcn79171066,0,0
gcn79171089,0,0
gcn79171091,0,0
gcn79171096,0,0
gcn79171098,0,0
gcn79171101,0,0
gcn79171105,0,0
gcn79171108,0,0
gcn79171110,0,0
gcn79171132,0,0
gcn79171134,0,0
gcn79171143,0,0
gcn79171148,0,0
gcn79171157,0,0
gcn79171158,0,0
gcn79171165,0,0
gcn79171182,0,0
gcn79171194,0,0
gcn79171200,0,0
gcn79171205,0,0
gcn79171209,0,0
gcn79171210,0,0
gcn79171217,0,0
gcn79171231,0,0
gcn79171239,0,0
gcn79171249,0,0
gcn79171251,0,0
gcn79171261,0,0
gcn79171269,0,0
gcn79171283,0,0
gcn79171305,0,0
gcn79171308,0,0
gcn79171311,0,0
gcn79171314,1,16
gcn79171319,0,0
gcn79171320,0,0
gcn79171322,0,0
gcn79171323,0,0
gcn79171329,0,0
gcn79171331,0,0
gcn79171334,0,0
gcn79171337,0,0
gcn79171340,0,0
gcn79171348,0,0
gcn79171359,0,0
gcn79171363,0,0
gcn79171373,0,0
gcn79171381,0,0
gcn79171382,0,0
gcn79171386,0,0
gcn79171388,0,0
gcn79171399,0,0
gcn79171401,0,0
gcn79171413,0,0
gcn79171417,0,0
gcn79171421,0,0
gcn79171437,0,0
gcn79171447,0,0
gcn79171453,0,0
gcn79171462,0,0
gcn79171463,0,0
gcn79171466,0,0
gcn79171471,0,0
gcn79171473,0,0
gcn79171479,0,0
gcn79171485,0,0
gcn79171486,0,0
gcn79171490,0,0
gcn79171502,0,0
gcn79171504,0,0
gcn79171508,0,0
gcn79171522,0,0
gcn79171529,0,0
gcn79171530,0,0
gcn79171536,0,0
gcn79171541,0,0
gcn79171543,0,0
gcn79171549,0,0
gcn79171555,0,0
gcn79171561,0,0
gcn79171564,0,0
gcn79171587,0,0
gcn79171589,0,0
gcn79171602,0,0
gcn79171605,0,0
gcn79171609,0,0
gcn79171610,0,0
gcn79171615,0,0
gcn79171621,0,0
gcn79171623,0,0
gcn79171624,0,0
gcn79171626,0,0
gcn79171629,0,0
gcn79171634,0,0
gcn79171636,0,0
gcn79171649,0,0
gcn79171652,0,0
gcn79171653,0,0
gcn79171658,0,0
gcn79171663,0,0
gcn79171665,0,0
gcn79171671,0,0
gcn79171673,0,0
gcn79171677,0,0
gcn79171678,0,0
gcn79171705,0,0
gcn79171713,0,0
gcn79171719,0,0
gcn79171722,0,0
gcn79171738,0,0
gcn79171739,0,0
gcn79171764,0,0
gcn79171774,0,0
gcn79171787,0,0
gcn79171831,0,0
gcn79171853,0,0
gcn79171854,0,0
gcn79171855,0,0
gcn79171864,0,0
gcn79171866,0,0
gcn79171896,0,0
gcn79171901,0,0
gcn79171917,0,0
gcn79171927,0,0
gcn79171936,0,0
gcn79171937,0,0
gcn79171942,0,0
gcn79171944,0,0
gcn79171945,0,0
gcn79171947,0,0
gcn79171950,0,0
gcn79171952,0,0
gcn79171953,0,0
gcn79171958,0,0
gcn79171961,0,0
gcn79171970,0,0
gcn79171986,0,0
gcn79171989,0,0
gcn79171997,0,0
gcn79172000,0,0
gcn79172001,0,0
gcn79172011,0,0
gcn79172016,0,0
gcn79172026,0,0
gcn79172028,0,0
gcn79172029,0,0
gcn79172033,0,0
gcn79172034,0,0
gcn79172037,0,0
gcn79172038,0,0
gcn79172039,0,0
gcn79172048,0,0
gcn79172049,0,0
gcn79172057,0,0
gcn79172063,0,0
gcn79172066,0,0
gcn79172078,0,0
gcn79172080,0,0
gcn79172081,0,0
gcn79172088,0,0
gcn79172097,0,0
gcn79172136,0,0
gcn79172140,0,0
gcn79172147,0,0
gcn79172156,0,0
gcn79172157,0,0
gcn79172175,1,6
gcn79172178,0,0
gcn79172185,0,0
gcn79172188,0,0
gcn79172221,0,0
gcn79172224,0,0
gcn79172226,0,0
gcn79172228,0,0
gcn79172238,0,0
gcn79172239,0,0
gcn79172242,0,0
gcn79172252,0,0
gcn79172262,0,0
gcn79172270,0,0
gcn79172280,0,0
gcn79172287,0,0
gcn79172291,0,0
gcn79172292,0,0
gcn79172299,0,0
gcn79172304,0,0
gcn79172314,0,0
gcn79172323,0,0
gcn79172327,0,0
gcn79172329,0,0
gcn79172331,0,0
gcn79172342,0,0
gcn79172349,0,0
gcn79172354,0,0
gcn79172356,0,0
gcn79172359,0,0
gcn79172365,0,0
gcn79172369,0,0
gcn79172375,0,0
gcn79172391,0,0
gcn79172407,0,0
gcn79172409,0,0
gcn79172420,0,0
gcn79172422,0,0
gcn79172425,0,0
gcn79172438,0,0
gcn79172440,0,0
gcn79172443,0,0
gcn79172446,0,0
gcn79172476,0,0
gcn79172481,0,0
gcn79172484,0,0
gcn79172486,0,0
gcn79172492,0,0
gcn79172502,0,0
gcn79172513,0,0
gcn79172522,0,0
gcn79172527,0,0
gcn79172529,0,0
gcn79172545,0,0
gcn79172570,0,0
gcn79172573,0,0
gcn79172586,0,0
gcn79172587,0,0
gcn79172602,0,0
gcn79172615,0,0
gcn79172621,0,0
gcn79172622,0,0
gcn79172640,0,0
gcn79172645,0,0
gcn79172646,0,0
gcn79172647,0,0
gcn79172650,0,0
gcn79172664,0,0
gcn79172667,0,0
gcn79172670,0,0
gcn79172677,0,0
gcn79172696,0,0
gcn79172705,0,0
gcn79172706,0,0
gcn79172712,0,0
gcn79172717,0,0
gcn79172718,0,0
gcn79172722,0,0
gcn79172727,0,0
gcn79172737,0,0
gcn79172739,0,0
gcn79172741,0,0
gcn79172761,0,0
gcn79172764,0,0
gcn79172765,0,0
gcn79172775,0,0
gcn79172776,0,0
gcn79172784,0,0
gcn79172789,0,0
gcn79172792,0,0
gcn79172793,0,0
gcn79172794,0,0
gcn79172796,0,0
gcn79172802,0,0
gcn79172819,0,0
gcn79172822,0,0
gcn79172833,0,0
gcn79172838,0,0
gcn79172845,0,0
gcn79172849,0,0
gcn79172850,0,0
gcn79172855,0,0
gcn79172856,0,0
gcn79172857,0,0
gcn79172862,0,0
gcn79172864,0,0
gcn79172871,1,20
gcn79172883,0,0
gcn79172892,0,0
gcn79172898,0,0
gcn79172901,0,0
gcn79172919,0,0
gcn79172949,0,0
gcn79172950,0,0
gcn79172951,0,0
gcn79172956,0,0
gcn79172958,0,0
gcn79172961,0,0
gcn79172965,0,0
gcn79172977,0,0
gcn79172987,0,0
gcn79173003,0,0
gcn79173039,0,0
gcn79173051,0,0
gcn79173052,0,0
gcn79173054,0,0
gcn79173057,0,0
gcn79173061,0,0
gcn79173065,0,0
gcn79173072,0,0
gcn79173089,0,0
gcn79173090,0,0
gcn79173091,0,0
gcn79173093,0,0
gcn79173094,0,0
gcn79173104,0,0
gcn79173106,0,0
gcn79173111,0,0
gcn79173120,0,0
gcn79173122,0,0
gcn79173127,0,0
gcn79173133,1,3
gcn79173135,0,0
gcn79173147,0,0
gcn79173155,0,0
gcn79173165,0,0
gcn79173166,0,0
gcn79173174,0,0
gcn79173182,0,0
gcn79173197,0,0
gcn79173200,0,0
gcn79173213,0,0
gcn79173217,0,0
gcn79173223,0,0
gcn79173224,0,0
gcn79173227,0,0
gcn79173230,0,0
gcn79173236,0,0
gcn79173262,0,0
gcn79173263,0,0
gcn79173280,0,0
gcn79173282,0,0
gcn79173295,0,0
gcn79173300,0,0
gcn79173301,0,0
gcn79173302,0,0
gcn79173304,0,0
gcn79173320,0,0
gcn79173334,0,0
gcn79173335,0,0
gcn79173339,0,0
gcn79173346,0,0
gcn79173362,0,0
gcn79173371,0,0
gcn79173376,0,0
gcn79173383,0,0
gcn79173398,0,0
gcn79173401,0,0
gcn79173403,0,0
gcn79173406,0,0
gcn79173409,0,0
gcn79173419,0,0
gcn79173436,0,0
gcn79173439,0,0
gcn79173444,0,0
gcn79173445,0,0
gcn79173448,0,0
gcn79173459,0,0
gcn79173465,0,0
gcn79173466,0,0
gcn79173471,0,0
gcn79173475,0,0
gcn79173481,0,0
gcn79173484,0,0
gcn79173486,0,0
gcn79173497,0,0
gcn79173502,0,0
gcn79173503,0,0
gcn79173509,0,0
gcn79173516,0,0
gcn79173539,0,0
gcn79173549,0,0
gcn79173550,0,0
gcn79173552,0,0
gcn79173559,0,0
gcn79173574,0,0
gcn79173576,0,0
gcn79173585,0,0
gcn79173594,0,0
gcn79173595,0,0
gcn79173599,0,0
gcn79173608,0,0
gcn79173613,0,0
gcn79173615,0,0
gcn79173616,0,0
gcn79173630,0,0
gcn79173636,0,0
gcn79173637,0,0
gcn79173638,0,0
gcn79173646,0,0
gcn79173657,0,0
gcn79173659,0,0
gcn79173675,0,0
gcn79173676,0,0
gcn79173677,0,0
gcn79173701,0,0
gcn79173705,0,0
gcn79173713,0,0
gcn79173738,0,0
gcn79173758,0,0
gcn79173759,0,0
gcn79173775,0,0
gcn79173777,0,0
gcn79173779,0,0
gcn79173786,0,0
gcn79173788,0,0
gcn79173795,0,0
gcn79173799,0,0
gcn79173811,0,0
gcn79173825,0,0
gcn79173839,0,0
gcn79173856,0,0
gcn79173858,0,0
gcn79173859,0,0
gcn79173869,0,0
gcn79173873,0,0
gcn79173876,0,0
gcn79173878,0,0
gcn79173885,0,0
gcn79173895,0,0
gcn79173907,0,0
gcn79173924,0,0
gcn79173931,0,0
gcn79173932,0,0
gcn79173935,0,0
gcn79173936,0,0
gcn79173941,0,0
gcn79173946,0,0
gcn79173949,0,0
gcn79173954,0,0
gcn79173956,0,0
gcn79173965,0,0
gcn79173972,0,0
gcn79173974,0,0
gcn79173979,0,0
gcn79173996,0,0
gcn79174000,0,0
gcn79174001,0,0
gcn79174003,0,0
gcn79174005,0,0
gcn79174007,0,0
gcn79174008,0,0
gcn79174018,0,0
gcn79174019,0,0
gcn79174020,0,0
gcn79174022,0,0
gcn79174024,0,0
gcn79174027,1,5
gcn79174028,0,0
gcn79174029,0,0
gcn79174045,0,0
gcn79174046,0,0
gcn79174049,0,0
gcn79174056,0,0
gcn79174060,1,3
gcn79174063,0,0
gcn79174066,0,0
gcn79174067,0,0
gcn79174069,0,0
gcn79174079,0,0
gcn79174087,0,0
gcn79174088,0,0
gcn79174091,0,0
gcn79174095,0,0
gcn79174105,0,0
gcn79174110,0,0
gcn79174112,0,0
gcn79174127,0,0
gcn79174140,0,0
gcn79174141,0,0
gcn79174148,0,0
gcn79174157,1,11
gcn79174164,0,0
gcn79174174,0,0
gcn79174191,0,0
gcn79174206,0,0
gcn79174222,0,0
gcn79174223,0,0
gcn79174224,0,0
gcn79174225,0,0
gcn79174227,0,0
gcn79174229,0,0
gcn79174233,0,0
gcn79174241,0,0
gcn79174245,0,0
gcn79174247,0,0
gcn79174248,0,0
gcn79174255,0,0
gcn79174258,0,0
gcn79174260,1,3
gcn79174272,0,0
gcn79174277,1,3
gcn79174284,0,0
gcn79174288,0,0
gcn79174290,0,0
gcn79174298,0,0
gcn79174301,0,0
gcn79174302,0,0
gcn79174307,0,0
gcn79174310,0,0
gcn79174317,0,0
gcn79174321,0,0
gcn79174324,0,0
gcn79174339,0,0
gcn79174340,0,0
gcn79174358,0,0
gcn79174369,0,0
gcn79174370,0,0
gcn79174375,0,0
gcn79174378,0,0
gcn79174384,0,0
gcn79174392,0,0
gcn79174398,0,0
gcn79174410,0,0
gcn79174415,0,0
gcn79174422,0,0
gcn79174423,0,0
gcn79174425,0,0
gcn79174428,0,0
gcn79174429,0,0
gcn79174434,0,0
gcn79174441,0,0
gcn79174443,0,0
gcn79174447,0,0
gcn79174451,0,0
gcn79174454,0,0
gcn79174470,0,0
gcn79174477,0,0
gcn79174478,0,0
gcn79174479,0,0
gcn79174496,0,0
gcn79174498,0,0
gcn79174505,0,0
gcn79174514,0,0
gcn79174525,0,0
gcn79174526,0,0
gcn79174527,0,0
gcn79174528,0,0
gcn79174536,0,0
gcn79174538,0,0
gcn79174545,0,0
gcn79174553,0,0
gcn79174558,0,0
gcn79174559,0,0
gcn79174560,0,0
gcn79174561,0,0
gcn79174567,0,0
gcn79174577,0,0
gcn79174583,0,0
gcn79174584,0,0
gcn79174587,0,0
gcn79174588,0,0
gcn79174600,0,0
gcn79174603,0,0
gcn79174615,0,0
gcn79174626,0,0
gcn79174630,0,0
gcn79174638,0,0
gcn79174644,0,0
gcn79174649,0,0
gcn79174675,0,0
gcn79174676,0,0
gcn79174678,0,0
gcn79174694,0,0
gcn79174695,0,0
gcn79174699,0,0
gcn79174706,0,0
gcn79174725,0,0
gcn79174726,0,0
gcn79174740,0,0
gcn79174743,0,0
gcn79174747,0,0
gcn79174763,0,0
gcn79174770,0,0
gcn79174771,0,0
gcn79174772,0,0
gcn79174773,0,0
gcn79174790,0,0
gcn79174797,0,0
gcn79174799,0,0
gcn79174801,0,0
gcn79174803,0,0
gcn79174805,0,0
gcn79174808,0,0
gcn79174814,0,0
gcn79174818,0,0
gcn79174821,0,0
gcn79174823,0,0
gcn79174833,0,0
gcn79174847,0,0
gcn79174849,0,0
gcn79174856,0,0
gcn79174861,0,0
gcn79174862,0,0
gcn79174874,0,0
gcn79174885,0,0
gcn79174896,0,0
gcn79174899,0,0
gcn79174901,0,0
gcn79174907,0,0
gcn79174910,0,0
gcn79174913,0,0
gcn79174915,0,0
gcn79174917,0,0
gcn79174922,0,0
gcn79174931,0,0
gcn79174933,0,0
gcn79174935,0,0
gcn79174937,0,0
gcn79174948,0,0
gcn79174953,0,0
gcn79174958,0,0
gcn79174969,0,0
gcn79174970,0,0
gcn79174971,0,0
gcn79174972,0,0
gcn79174979,0,0
gcn79174980,0,0
gcn79174990,0,0
gcn79174995,0,0
gcn79175007,0,0
gcn79175014,0,0
gcn79175027,0,0
gcn79175031,0,0
gcn79175033,0,0
gcn79175034,0,0
gcn79175037,0,0
gcn79175049,0,0
gcn79175051,0,0
gcn79175068,0,0
gcn79175072,0,0
gcn79175077,0,0
gcn79175104,0,0
gcn79175105,0,0
gcn79175116,0,0
gcn79175121,0,0
gcn79175130,0,0
gcn79175139,0,0
gcn79175146,0,0
gcn79175151,0,0
gcn79175156,0,0
gcn79175158,0,0
gcn79175161,0,0
gcn79175162,0,0
gcn79175163,0,0
gcn79175186,0,0
gcn79175193,0,0
gcn79175207,0,0
gcn79175213,0,0
gcn79175223,0,0
gcn79175231,0,0
gcn79175233,0,0
gcn79175235,0,0
gcn79175242,0,0
gcn79175250,0,0
gcn79175252,0,0
gcn79175255,0,0
gcn79175257,0,0
gcn79175258,0,0
gcn79175261,0,0
gcn79175263,0,0
gcn79175269,0,0
gcn79175271,0,0
gcn79175281,0,0
gcn79175300,0,0
gcn79175304,0,0
gcn79175305,0,0
gcn79175312,0,0
gcn79175313,0,0
gcn79175315,0,0
gcn79175330,0,0
gcn79175340,0,0
gcn79175349,0,0
gcn79175368,0,0
gcn79175372,0,0
gcn79175379,0,0
gcn79175381,0,0
gcn79175384,0,0
gcn79175386,0,0
gcn79175388,0,0
gcn79175391,0,0
gcn79175393,0,0
gcn79175394,0,0
gcn79175399,0,0
gcn79175407,0,0
gcn79175408,0,0
gcn79175417,0,0
gcn79175427,0,0
gcn79175451,0,0
gcn79175460,0,0
gcn79175463,0,0
gcn79175472,0,0
gcn79175478,0,0
gcn79175499,0,0
gcn79175502,0,0
gcn79175503,0,0
gcn79175528,0,0
gcn79175538,0,0
gcn79175552,0,0
gcn79175554,0,0
gcn79175555,0,0
gcn79175574,0,0
gcn79175589,0,0
gcn79175597,0,0
gcn79175606,0,0
gcn79175609,0,0
gcn79175620,0,0
gcn79175623,0,0
gcn79175626,0,0
gcn79175636,0,0
gcn79175644,0,0
gcn79175650,0,0
gcn79175655,0,0
gcn79175666,0,0
gcn79175667,0,0
gcn79175668,0,0
gcn79175673,0,0
gcn79175681,0,0
gcn79175683,0,0
gcn79175695,0,0
gcn79175698,0,0
gcn79175703,0,0
gcn79175705,0,0
gcn79175711,0,0
gcn79175726,0,0
gcn79175733,0,0
gcn79175734,0,0
gcn79175740,0,0
gcn79175746,0,0
gcn79175751,0,0
gcn79175754,0,0
gcn79175761,0,0
gcn79175762,0,0
gcn79175769,0,0
gcn79175770,0,0
gcn79175773,0,0
gcn79175774,0,0
gcn79175785,0,0
gcn79175786,0,0
